Gene ID,source_id,Organism,Genomic Location (Gene),Product Description,Input Ortholog(s),Paralog count,Ortholog count,Ortholog Group
PCOAH_00007760,PCOAH_00007760-t30_1,Plasmodium coatneyi Hackeri,"CP016242:818,236..820,083(-)",Glucose-6-phosphate isomerase,PCYB_132290,0,56,OG6_100716
PCOAH_00007770,PCOAH_00007770-t30_1,Plasmodium coatneyi Hackeri,"CP016242:822,260..823,192(+)",Uncharacterized protein,PCYB_132300,0,55,OG6_156378
PCOAH_00007780,PCOAH_00007780-t30_1,Plasmodium coatneyi Hackeri,"CP016242:823,552..825,015(-)",GTPase,PCYB_132310,0,55,OG6_101468
PCOAH_00007810,PCOAH_00007810-t30_1,Plasmodium coatneyi Hackeri,"CP016242:841,116..841,832(-)",Uncharacterized protein,PCYB_132340,0,54,OG6_533686
PCOAH_00007820,PCOAH_00007820-t30_1,Plasmodium coatneyi Hackeri,"CP016242:843,428..844,003(+)",Uncharacterized protein,PCYB_132350,0,54,OG6_102320
PCOAH_00007830,PCOAH_00007830-t30_1,Plasmodium coatneyi Hackeri,"CP016242:846,790..855,834(+)",NAD(P)H-dependent glutamate synthase,PCYB_132360,0,57,OG6_100905
PCOAH_00007850,PCOAH_00007850-t30_1,Plasmodium coatneyi Hackeri,"CP016242:860,163..861,209(+)",Uncharacterized protein,PCYB_132380,0,55,OG6_156391
PCOAH_00007860,PCOAH_00007860-t30_1,Plasmodium coatneyi Hackeri,"CP016242:861,384..862,616(-)",Cytochrome c oxidase assembly protein,PCYB_132390,0,55,OG6_102761
PCOAH_00007870,PCOAH_00007870-t30_1,Plasmodium coatneyi Hackeri,"CP016242:863,991..865,666(-)",Uncharacterized protein,PCYB_132400,0,56,OG6_532756
PCOAH_00007880,PCOAH_00007880-t30_1,Plasmodium coatneyi Hackeri,"CP016242:866,344..867,108(-)",Mitochondrial glycoprotein domain containing protein,PCYB_132410,0,55,OG6_105073
PCOAH_00007890,PCOAH_00007890-t30_1,Plasmodium coatneyi Hackeri,"CP016242:869,488..869,976(+)",Uncharacterized protein,PCYB_132420,0,56,OG6_101935
PCOAH_00007900,PCOAH_00007900-t30_1,Plasmodium coatneyi Hackeri,"CP016242:871,335..872,963(-)",Methionine aminopeptidase 2,PCYB_132430,0,56,OG6_100815
PCOAH_00007910,PCOAH_00007910-t30_1,Plasmodium coatneyi Hackeri,"CP016242:874,474..895,776(+)",Uncharacterized protein,"PCYB_011430,PCYB_031200,PCYB_062940,PCYB_091500,PCYB_093090,PCYB_094570,PCYB_103830,PCYB_113710,PCYB_123860,PCYB_132440",12,345,OG6_100908
PCOAH_00007920,PCOAH_00007920-t30_1,Plasmodium coatneyi Hackeri,"CP016242:897,261..898,427(+)",Uncharacterized protein,PCYB_132450,0,56,OG6_140578
PCOAH_00007930,PCOAH_00007930-t30_1,Plasmodium coatneyi Hackeri,"CP016242:899,160..900,842(-)",STI1-like protein,PCYB_132460,0,57,OG6_102012
PCOAH_00007940,PCOAH_00007940-t30_1,Plasmodium coatneyi Hackeri,"CP016242:903,528..904,936(+)",Calmodulin,PCYB_132470,0,55,OG6_100851
PCOAH_00007950,PCOAH_00007950-t30_1,Plasmodium coatneyi Hackeri,"CP016242:905,606..906,796(-)",tRNA-ribosyltransferase,PCYB_132480,0,56,OG6_103114
PCOAH_00007960,PCOAH_00007960-t30_1,Plasmodium coatneyi Hackeri,"CP016242:907,564..909,129(+)",ABC transporter,PCYB_132490,0,55,OG6_105473
PCOAH_00007980,PCOAH_00007980-t30_1,Plasmodium coatneyi Hackeri,"CP016242:916,372..923,079(+)",Uncharacterized protein,PCYB_132510,0,42,OG6_532425
PCOAH_00007990,PCOAH_00007990-t30_1,Plasmodium coatneyi Hackeri,"CP016242:924,059..929,687(+)",Uncharacterized protein,PCYB_132520,0,43,OG6_533328
PCOAH_00008000,PCOAH_00008000-t30_1,Plasmodium coatneyi Hackeri,"CP016242:929,850..930,410(-)",Microsomal signal peptidase 12 kDa subunit,PCYB_132530,0,55,OG6_103297
PCOAH_00008010,PCOAH_00008010-t30_1,Plasmodium coatneyi Hackeri,"CP016242:934,341..939,317(+)",DNA topoisomerase 2,"PCYB_132540,PCYB_146520",1,110,OG6_100284
PCOAH_00008030,PCOAH_00008030-t30_1,Plasmodium coatneyi Hackeri,"CP016242:959,705..961,648(-)",Chromatin assembly factor 1 p55 subunit,"PCYB_021370,PCYB_132560",1,110,OG6_101102
PCOAH_00008040,PCOAH_00008040-t30_1,Plasmodium coatneyi Hackeri,"CP016242:964,364..967,648(+)",Uncharacterized protein,PCYB_132570,0,48,OG6_533532
PCOAH_00008050,PCOAH_00008050-t30_1,Plasmodium coatneyi Hackeri,"CP016242:968,066..971,964(-)",Uncharacterized protein,PCYB_132580,0,54,OG6_103153
PCOAH_00008060,PCOAH_00008060-t30_1,Plasmodium coatneyi Hackeri,"CP016242:972,510..972,909(+)",Ribosome biogenesis protein Nop10,PCYB_132585,0,50,OG6_102021
PCOAH_00008070,PCOAH_00008070-t30_1,Plasmodium coatneyi Hackeri,"CP016242:973,885..974,816(+)",SF-assemblin/beta giardin domain containing protein,PCYB_132590,0,54,OG6_129486
PCOAH_00008080,PCOAH_00008080-t30_1,Plasmodium coatneyi Hackeri,"CP016242:975,769..977,610(+)",Uncharacterized protein,PCYB_132600,0,36,OG6_532627
PCOAH_00008090,PCOAH_00008090-t30_1,Plasmodium coatneyi Hackeri,"CP016242:979,218..980,588(+)",Protein-L-isoaspartate O-methyltransferase,PCYB_132610,0,53,OG6_100731
PCOAH_00008100,PCOAH_00008100-t30_1,Plasmodium coatneyi Hackeri,"CP016242:981,978..985,448(+)",Uncharacterized protein,PCYB_132620,0,53,OG6_532401
PCOAH_00008110,PCOAH_00008110-t30_1,Plasmodium coatneyi Hackeri,"CP016242:985,561..987,099(-)",Uncharacterized protein,PCYB_132630,0,53,OG6_102561
PCOAH_00008120,PCOAH_00008120-t30_1,Plasmodium coatneyi Hackeri,"CP016242:988,110..994,950(+)",Uncharacterized protein,PCYB_132640,0,57,OG6_105353
PCOAH_00008140,PCOAH_00008140-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,004,499..1,009,480(+)",Uncharacterized protein,PCYB_132650,0,56,OG6_146140
PCOAH_00008160,PCOAH_00008160-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,018,873..1,019,208(+)",Uncharacterized protein,"PCYB_032930,PCYB_042760,PCYB_053720",2,270,OG6_141182
PCOAH_00008180,PCOAH_00008180-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,027,250..1,028,818(+)",Polyprenyl synthetase,PCYB_042740,0,53,OG6_100316
PCOAH_00008190,PCOAH_00008190-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,029,540..1,030,454(-)",Uncharacterized protein,PCYB_042730,0,52,OG6_533662
PCOAH_00008200,PCOAH_00008200-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,031,196..1,033,055(+)",Palmitoyltransferase,PCYB_042720,0,41,OG6_103790
PCOAH_00008210,PCOAH_00008210-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,033,383..1,038,830(-)",Uncharacterized protein,"PCYB_004060,PCYB_031080,PCYB_031580,PCYB_032790,PCYB_041030,PCYB_042710,PCYB_042780,PCYB_061840,PCYB_062030,PCYB_063000,PCYB_071910,PCYB_074310,PCYB_082760,PCYB_091020,PCYB_103860,PCYB_103870,PCYB_103880,PCYB_103890,PCYB_103910,PCYB_103940,PCYB_103950,PCYB_103960,PCYB_112830,PCYB_127820,PCYB_131560",20,616,OG6_100282
PCOAH_00008220,PCOAH_00008220-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,041,675..1,047,950(-)",STE/STE20 protein kinase,PCYB_042700,0,21,OG6_102280
PCOAH_00008230,PCOAH_00008230-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,069,695..1,071,029(-)",Uncharacterized protein,PCYB_042690,0,41,OG6_532384
PCOAH_00008240,PCOAH_00008240-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,072,098..1,072,787(+)",Nucleotide excision repair protein,PCYB_042680,0,55,OG6_102832
PCOAH_00008250,PCOAH_00008250-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,073,298..1,074,852(-)",Uncharacterized protein,PCYB_042670,0,55,OG6_148528
PCOAH_00008270,PCOAH_00008270-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,077,316..1,078,866(+)",Uncharacterized protein,PCYB_042660,0,55,OG6_533151
PCOAH_00008280,PCOAH_00008280-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,079,438..1,080,722(-)",MAK16-related protein,PCYB_042650,0,56,OG6_102084
PCOAH_00008290,PCOAH_00008290-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,082,526..1,086,062(-)",Uncharacterized protein,PCYB_042640,0,59,OG6_110041
PCOAH_00008300,PCOAH_00008300-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,087,732..1,089,039(+)",Uncharacterized protein,"PCYB_042630,PCYB_113270",1,107,OG6_101669
PCOAH_00008310,PCOAH_00008310-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,089,748..1,092,192(+)",Uncharacterized protein,PCYB_042620,0,50,OG6_533217
PCOAH_00008320,PCOAH_00008320-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,093,321..1,100,091(-)",Uncharacterized protein,PCYB_042610,0,53,OG6_533193
PCOAH_00008330,PCOAH_00008330-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,103,754..1,105,375(+)",Uncharacterized protein,PCYB_042600,0,55,OG6_142647
PCOAH_00008340,PCOAH_00008340-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,106,230..1,108,173(-)",Uncharacterized protein,PCYB_042590,0,50,OG6_533139
PCOAH_00008350,PCOAH_00008350-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,108,578..1,109,406(-)",Uncharacterized protein,PCYB_042580,0,54,OG6_105070
PCOAH_00008360,PCOAH_00008360-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,110,213..1,111,457(-)",Aspartate aminotransferase,PCYB_042570,0,57,OG6_100337
PCOAH_00008370,PCOAH_00008370-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,112,886..1,115,621(-)",5'-3' exonuclease,PCYB_042560,0,53,OG6_533505
PCOAH_00008380,PCOAH_00008380-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,117,166..1,118,674(-)",Hexose transporter,PCYB_042550,0,58,OG6_100060
PCOAH_00008390,PCOAH_00008390-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,121,872..1,123,065(-)",3'-5' exonuclease,PCYB_042540,0,54,OG6_109411
PCOAH_00008400,PCOAH_00008400-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,123,693..1,124,988(+)",DEAD/DEAH box helicase,PCYB_042530,0,55,OG6_101003
PCOAH_00008410,PCOAH_00008410-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,125,151..1,126,980(-)",Uncharacterized protein,"PCYB_011430,PCYB_031200,PCYB_062940,PCYB_091500,PCYB_093090,PCYB_094570,PCYB_103830,PCYB_113710,PCYB_123860,PCYB_132440",12,345,OG6_100908
PCOAH_00008430,PCOAH_00008430-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,130,148..1,131,214(-)",Uncharacterized protein,PCYB_042500,0,55,OG6_103378
PCOAH_00008440,PCOAH_00008440-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,132,056..1,134,594(+)",Uncharacterized protein,PCYB_042490,0,41,OG6_533421
PCOAH_00008450,PCOAH_00008450-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,135,494..1,136,864(+)",Uncharacterized protein,PCYB_042480,0,55,OG6_101860
PCOAH_00008460,PCOAH_00008460-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,137,036..1,137,704(-)",DNA-directed RNA polymerase II 16 kDa subunit,PCYB_042470,0,56,OG6_102742
PCOAH_00008470,PCOAH_00008470-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,139,979..1,141,931(+)",Uncharacterized protein,PCYB_042460,0,56,OG6_171439
PCOAH_00008480,PCOAH_00008480-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,143,196..1,144,449(+)",Uncharacterized protein,PCYB_042450,0,55,OG6_533294
PCOAH_00008490,PCOAH_00008490-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,144,729..1,145,411(-)",Uncharacterized protein,PCYB_042440,0,55,OG6_110240
PCOAH_00008500,PCOAH_00008500-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,147,122..1,150,449(+)",Proteasome 26S regulatory subunit,PCYB_042430,0,54,OG6_101799
PCOAH_00008510,PCOAH_00008510-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,150,860..1,155,016(-)",DNA repair endonuclease,PCYB_042420,0,55,OG6_101242
PCOAH_00008520,PCOAH_00008520-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,156,200..1,157,415(+)",SufE-like protein,PCYB_042410,0,56,OG6_101206
PCOAH_00008530,PCOAH_00008530-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,159,675..1,161,297(+)",MFS transporter,PCYB_042400,0,54,OG6_107635
PCOAH_00008560,PCOAH_00008560-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,187,509..1,187,975(-)",DNA-directed RNA polymerase subunit,PCYB_042370,0,55,OG6_101491
PCOAH_00008570,PCOAH_00008570-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,188,866..1,190,260(+)",Adenylosuccinate lyase,PCYB_042360,0,56,OG6_100666
PCOAH_00008580,PCOAH_00008580-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,190,884..1,194,224(-)",Merozoite surface protein 4,PCYB_042350,0,43,OG6_532523
PCOAH_00008590,PCOAH_00008590-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,197,724..1,202,961(+)",Uncharacterized protein,PCYB_042330,0,54,OG6_170897
PCOAH_00008600,PCOAH_00008600-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,203,234..1,204,130(-)",iron-sulfur assembly protein,PCYB_042320,0,55,OG6_101909
PCOAH_00008610,PCOAH_00008610-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,205,612..1,247,732(-)",Putative papain-like cysteine prorease,"PCYB_042190,PCYB_042200,PCYB_042210,PCYB_042220,PCYB_042230,PCYB_042240,PCYB_042270,PCYB_042280,PCYB_042290,PCYB_042300,PCYB_042310",0,453,OG6_126098
PCOAH_00008620,PCOAH_00008620-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,248,542..1,255,121(+)",Uncharacterized protein,PCYB_042180,0,59,OG6_104702
PCOAH_00008630,PCOAH_00008630-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,255,385..1,256,281(-)",KRR1 small subunit processome component,PCYB_042170,0,55,OG6_102159
PCOAH_00008640,PCOAH_00008640-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,257,281..1,261,501(+)",Uncharacterized protein,PCYB_042160,0,45,OG6_138488
PCOAH_00008660,PCOAH_00008660-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,270,596..1,271,252(+)",Acyl carrier protein,PCYB_042140,0,55,OG6_100820
PCOAH_00008670,PCOAH_00008670-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,272,395..1,273,615(+)",Uncharacterized protein,"PCYB_042130,PCYB_053480",1,111,OG6_101101
PCOAH_00008680,PCOAH_00008680-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,274,070..1,275,585(-)",Uncharacterized protein,PCYB_042120,0,56,OG6_103646
PCOAH_00008690,PCOAH_00008690-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,276,493..1,277,168(+)",Uncharacterized protein,PCYB_042110,0,56,OG6_533623
PCOAH_00008700,PCOAH_00008700-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,278,598..1,295,138(+)",Transmission-blocking target antigen s230,"PCYB_031270,PCYB_042100,PCYB_103360,PCYB_114430",3,220,OG6_160720
PCOAH_00008710,PCOAH_00008710-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,296,158..1,298,564(-)",Phospholipase,PCYB_042080,0,55,OG6_144769
PCOAH_00008720,PCOAH_00008720-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,300,087..1,302,552(-)",Uncharacterized protein,PCYB_042070,0,58,OG6_102545
PCOAH_00008740,PCOAH_00008740-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,304,015..1,306,232(-)",Uncharacterized protein,PCYB_042050,0,56,OG6_102304
PCOAH_00008760,PCOAH_00008760-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,309,624..1,313,615(-)",Uncharacterized protein,PCYB_042030,0,55,OG6_117850
PCOAH_00008770,PCOAH_00008770-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,314,428..1,315,948(-)",Uncharacterized protein,PCYB_042020,0,40,OG6_145182
PCOAH_00008780,PCOAH_00008780-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,317,857..1,319,390(-)",Helicase,PCYB_042010,0,55,OG6_101150
PCOAH_00008790,PCOAH_00008790-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,323,039..1,323,287(+)",Sec61-gamma subunit of protein translocation,PCYB_042000,0,55,OG6_101625
PCOAH_00008800,PCOAH_00008800-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,324,950..1,325,836(+)",60S ribosomal protein L37a,PCYB_041990,0,56,OG6_100717
PCOAH_00008810,PCOAH_00008810-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,326,247..1,333,139(-)",Uncharacterized protein,PCYB_041980,0,42,OG6_532595
PCOAH_00008820,PCOAH_00008820-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,335,221..1,336,736(-)",MFS transporter,"PCYB_041970,PCYB_073400",2,113,OG6_105412
PCOAH_00008830,PCOAH_00008830-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,337,751..1,338,474(+)",Uncharacterized protein,PCYB_041960,0,54,OG6_103648
PCOAH_00008840,PCOAH_00008840-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,339,152..1,342,811(+)",Uncharacterized protein,PCYB_041950,0,50,OG6_532866
PCOAH_00008850,PCOAH_00008850-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,343,270..1,345,276(-)",Uncharacterized protein,"PCYB_031300,PCYB_041940",1,107,OG6_120245
PCOAH_00008860,PCOAH_00008860-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,347,590..1,348,540(+)",Syntaxin,"PCYB_041930,PCYB_132680",1,109,OG6_100497
PCOAH_00008870,PCOAH_00008870-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,349,545..1,350,759(-)",Uncharacterized protein,PCYB_041920,0,53,OG6_533710
PCOAH_00008880,PCOAH_00008880-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,354,520..1,355,398(-)",Uncharacterized protein,PCYB_041910,0,52,OG6_532396
PCOAH_00008890,PCOAH_00008890-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,366,079..1,369,381(+)",Uncharacterized protein,PCYB_041900,0,54,OG6_533160
PCOAH_00008900,PCOAH_00008900-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,369,925..1,370,656(-)",Small GTPase rab5,PCYB_041890,0,54,OG6_171408
PCOAH_00008910,PCOAH_00008910-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,371,626..1,373,317(-)",Uncharacterized protein,PCYB_041880,0,51,OG6_138000
PCOAH_00008920,PCOAH_00008920-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,374,056..1,376,772(-)",Beta-ketoacyl-acyl carrier protein synthase III,PCYB_041870,0,54,OG6_105131
PCOAH_00008930,PCOAH_00008930-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,378,514..1,382,317(+)",Uncharacterized protein,PCYB_041860,0,57,OG6_131042
PCOAH_00008940,PCOAH_00008940-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,383,369..1,385,370(+)",Uncharacterized protein,PCYB_041850,0,13,OG6_105793
PCOAH_00008970,PCOAH_00008970-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,392,073..1,393,830(+)",Asparagine-tRNA ligase,"PCYB_041830,PCYB_103200",1,110,OG6_101288
PCOAH_00008980,PCOAH_00008980-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,393,922..1,395,245(-)",Uncharacterized protein,PCYB_041820,0,54,OG6_134004
PCOAH_00008990,PCOAH_00008990-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,396,303..1,397,575(+)",GDP-fucose transporter,PCYB_041810,0,56,OG6_104078
PCOAH_00009010,PCOAH_00009010-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,405,223..1,406,124(-)",tRNA-splicing ligase RtcB-like protein,"PCYB_041790,PCYB_101710",1,108,OG6_100766
PCOAH_00009020,PCOAH_00009020-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,408,318..1,409,956(+)",Eukaryotic peptide chain release factor subunit 1,PCYB_041780,0,55,OG6_100994
PCOAH_00009030,PCOAH_00009030-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,410,676..1,420,920(-)",Uncharacterized protein,PCYB_041770,0,54,OG6_533473
PCOAH_00009040,PCOAH_00009040-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,422,917..1,433,845(+)",Uncharacterized protein,PCYB_041760,0,46,OG6_533497
PCOAH_00009050,PCOAH_00009050-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,435,192..1,436,140(+)",Secreted Protein Altered Thrombospondin Repeat protein,PCYB_041750,0,56,OG6_179325
PCOAH_00009060,PCOAH_00009060-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,436,530..1,437,597(-)",Uncharacterized protein,PCYB_041740,0,55,OG6_533042
PCOAH_00009070,PCOAH_00009070-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,439,693..1,442,217(+)",Uncharacterized protein,PCYB_041730,0,52,OG6_533426
PCOAH_00009080,PCOAH_00009080-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,443,026..1,444,189(+)",Leu/Phe-tRNA protein transferase,PCYB_041720,0,58,OG6_108194
PCOAH_00009180,PCOAH_00009180-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,556,563..1,557,063(+)",Uncharacterized protein,PCYB_041710,0,56,OG6_146145
PCOAH_00009190,PCOAH_00009190-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,558,796..1,559,896(+)",Heat shock 40 kDa protein,"PCYB_001170,PCYB_041700",2,171,OG6_100302
PCOAH_00009200,PCOAH_00009200-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,561,087..1,562,473(-)",Uncharacterized protein,PCYB_041690,0,102,OG6_125519
PCOAH_00009210,PCOAH_00009210-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,562,834..1,564,439(+)",Serine/threonine protein kinase,PCYB_041680,0,56,OG6_132854
PCOAH_00009220,PCOAH_00009220-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,564,434..1,566,462(-)",Uncharacterized protein,PCYB_041670,0,54,OG6_115977
PCOAH_00009230,PCOAH_00009230-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,567,274..1,574,742(-)",Uncharacterized protein,PCYB_041660,0,46,OG6_532415
PCOAH_00009240,PCOAH_00009240-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,576,533..1,577,183(+)",Uncharacterized protein,PCYB_041650,0,56,OG6_104377
PCOAH_00009270,PCOAH_00009270-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,597,487..1,599,807(+)",T-complex protein 1,PCYB_041620,0,55,OG6_102087
PCOAH_00009280,PCOAH_00009280-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,600,273..1,604,803(-)",Uncharacterized protein,PCYB_041610,0,57,OG6_101250
PCOAH_00009290,PCOAH_00009290-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,606,891..1,607,655(-)",Ribosomal protein L13,PCYB_041600,0,54,OG6_101118
PCOAH_00009310,PCOAH_00009310-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,613,050..1,615,215(-)",Uncharacterized protein,PCYB_041580,0,55,OG6_132248
PCOAH_00009320,PCOAH_00009320-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,616,677..1,617,609(+)",Uncharacterized protein,PCYB_041570,0,55,OG6_533367
PCOAH_00009340,PCOAH_00009340-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,626,107..1,628,198(-)",Uncharacterized protein,PCYB_041550,0,57,OG6_532815
PCOAH_00009350,PCOAH_00009350-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,631,113..1,635,204(+)",Uncharacterized protein,PCYB_041540,0,26,OG6_532626
PCOAH_00009360,PCOAH_00009360-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,636,945..1,641,910(+)",Uncharacterized protein,PCYB_041530,0,40,OG6_171386
PCOAH_00009370,PCOAH_00009370-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,642,991..1,645,195(-)",ATP-dependent acyl-coa synthetase,"PCYB_041520,PCYB_101650,PCYB_146450",2,446,OG6_100152
PCOAH_00009380,PCOAH_00009380-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,647,146..1,649,293(-)",RING zinc finger protein,PCYB_041510,0,60,OG6_102038
PCOAH_00009390,PCOAH_00009390-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,651,573..1,652,283(+)",Uncharacterized protein,PCYB_041500,0,55,OG6_106172
PCOAH_00009400,PCOAH_00009400-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,652,964..1,655,244(-)",Uncharacterized protein,PCYB_041490,0,51,OG6_139461
PCOAH_00009410,PCOAH_00009410-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,660,013..1,661,077(-)",Uncharacterized protein,"PCYB_011430,PCYB_031200,PCYB_062940,PCYB_091500,PCYB_093090,PCYB_094570,PCYB_103830,PCYB_113710,PCYB_123860,PCYB_132440",12,345,OG6_100908
PCOAH_00009420,PCOAH_00009420-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,662,836..1,666,999(+)",DNA-directed RNA polymerase subunit beta,"PCYB_041460,PCYB_131520",1,153,OG6_100190
PCOAH_00009430,PCOAH_00009430-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,667,281..1,669,674(-)",Uncharacterized protein,PCYB_041450,0,55,OG6_185965
PCOAH_00009440,PCOAH_00009440-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,671,076..1,673,460(-)",Palmitoyltransferase,PCYB_041440,0,54,OG6_104274
PCOAH_00009450,PCOAH_00009450-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,674,760..1,679,214(+)",Uncharacterized protein,PCYB_041430,0,57,OG6_101122
PCOAH_00009470,PCOAH_00009470-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,680,484..1,682,611(-)",Uncharacterized protein,PCYB_041420,0,42,OG6_533600
PCOAH_00009480,PCOAH_00009480-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,683,183..1,683,938(-)",Uncharacterized protein,PCYB_041410,0,54,OG6_105961
PCOAH_00009500,PCOAH_00009500-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,688,602..1,690,722(+)",Uncharacterized protein,PCYB_041390,0,55,OG6_101522
PCOAH_00009510,PCOAH_00009510-t30_1,Plasmodium coatneyi Hackeri,"CP016242:1,691,643..1,696,381(+)",Uncharacterized protein,PCYB_041380,0,42,OG6_532597
