"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Input Ortholog(s)","Paralog count","Ortholog count","Ortholog Group"
"PCYB_031410","PCYB_031410-t26_1","Plasmodium cynomolgi strain B","DF157095:224,822..226,562(+)","hydroxyacyl glutathione hydrolase","PCOAH_00005860","0","55","OG6_101019"
"PCYB_031420","PCYB_031420-t26_1","Plasmodium cynomolgi strain B","DF157095:227,271..230,126(-)","hypothetical protein","PCOAH_00005850","1","37","OG6_111401"
"PCYB_031430","PCYB_031430-t26_1","Plasmodium cynomolgi strain B","DF157095:234,132..235,019(+)","hypothetical protein","PCOAH_00005840","0","54","OG6_146124"
"PCYB_031440","PCYB_031440-t26_1","Plasmodium cynomolgi strain B","DF157095:235,456..239,894(+)","hypothetical protein","PCOAH_00005830","0","55","OG6_532451"
"PCYB_031450","PCYB_031450-t26_1","Plasmodium cynomolgi strain B","DF157095:239,989..241,708(-)","ribosomal L25-like protein","PCOAH_00005820","0","55","OG6_137035"
"PCYB_031460","PCYB_031460-t26_1","Plasmodium cynomolgi strain B","DF157095:242,737..249,807(-)","hypothetical protein","PCOAH_00005810","0","9","OG6r11_105343"
"PCYB_031470","PCYB_031470-t26_1","Plasmodium cynomolgi strain B","DF157095:252,254..253,123(-)","hypothetical protein","PCOAH_00005800","0","46","OG6_533058"
"PCYB_031480","PCYB_031480-t26_1","Plasmodium cynomolgi strain B","DF157095:253,875..255,503(+)","methyltransferase","PCOAH_00005790","0","55","OG6_100787"
"PCYB_031490","PCYB_031490-t26_1","Plasmodium cynomolgi strain B","DF157095:256,001..257,227(-)","peptidyl-tRNA hydrolase","PCOAH_00005780","0","54","OG6_100991"
"PCYB_031500","PCYB_031500-t26_1","Plasmodium cynomolgi strain B","DF157095:258,929..261,273(+)","transcription factor IIS TFIIS","PCOAH_00005770","0","55","OG6_103317"
"PCYB_031520","PCYB_031520-t26_1","Plasmodium cynomolgi strain B","DF157095:264,519..265,960(+)","mitochondrial carrier protein","PCOAH_00005750","0","55","OG6_101405"
"PCYB_031530","PCYB_031530-t26_1","Plasmodium cynomolgi strain B","DF157095:268,379..271,990(+)","hypothetical protein","PCOAH_00005740","0","7","OG6r11_109245"
"PCYB_031540","PCYB_031540-t26_1","Plasmodium cynomolgi strain B","DF157095:273,338..279,556(-)","hypothetical protein","PCOAH_00005730","0","53","OG6_134437"
"PCYB_031550","PCYB_031550-t26_1","Plasmodium cynomolgi strain B","DF157095:281,807..285,613(+)","hypothetical protein","PCOAH_00005720","0","23","OG6_179327"
"PCYB_031560","PCYB_031560-t26_1","Plasmodium cynomolgi strain B","DF157095:287,716..289,950(-)","AAA family ATPase","PCOAH_00005710","0","54","OG6_100722"
"PCYB_031570","PCYB_031570-t26_1","Plasmodium cynomolgi strain B","DF157095:291,004..291,525(-)","hypothetical protein","PCOAH_00005700","0","53","OG6_533100"
"PCYB_031580","PCYB_031580-t26_1","Plasmodium cynomolgi strain B","DF157095:294,554..297,747(+)","hypothetical protein","PCOAH_00000350,PCOAH_00001960,PCOAH_00003900,PCOAH_00006210,PCOAH_00007000,PCOAH_00008210,PCOAH_00014420,PCOAH_00015350,PCOAH_00015490,PCOAH_00016370,PCOAH_00018070,PCOAH_00023480,PCOAH_00028430,PCOAH_00031430,PCOAH_00031440,PCOAH_00031450,PCOAH_00037050,PCOAH_00047490,PCOAH_00048110,PCOAH_00048130,PCOAH_00052920","24","612","OG6_100282"
"PCYB_031600","PCYB_031600-t26_1","Plasmodium cynomolgi strain B","DF157095:301,202..302,222(-)","zinc-finger RAN binding protein","PCOAH_00013490,PCOAH_00031270,PCOAH_00046920","2","133","OG6_108345"
"PCYB_031610","PCYB_031610-t26_1","Plasmodium cynomolgi strain B","DF157095:304,793..306,421(-)","hypothetical protein","PCOAH_00005660","0","55","OG6_215322"
"PCYB_031620","PCYB_031620-t26_1","Plasmodium cynomolgi strain B","DF157095:307,505..309,918(-)","flap exonuclease","PCOAH_00005650","0","53","OG6_101387"
"PCYB_031630","PCYB_031630-t26_1","Plasmodium cynomolgi strain B","DF157095:314,211..317,204(+)","sporozoite invasion-associated protein 1","PCOAH_00005640,PCOAH_00020770","1","109","OG6_130104"
"PCYB_031640","PCYB_031640-t26_1","Plasmodium cynomolgi strain B","DF157095:318,371..322,265(-)","sporozoite protein with MAC/Perforin domain","PCOAH_00005630,PCOAH_00016870","1","110","OG6_121849"
"PCYB_031650","PCYB_031650-t26_1","Plasmodium cynomolgi strain B","DF157095:324,679..325,503(-)","hypothetical protein","PCOAH_00005620","0","54","OG6_533291"
"PCYB_031660","PCYB_031660-t26_1","Plasmodium cynomolgi strain B","DF157095:327,038..330,086(+)","hypothetical protein","PCOAH_00005610,PCOAH_00013980","1","108","OG6_100288"
"PCYB_031670","PCYB_031670-t26_1","Plasmodium cynomolgi strain B","DF157095:330,839..337,555(-)","hypothetical protein","PCOAH_00005600","0","41","OG6_533501"
"PCYB_031680","PCYB_031680-t26_1","Plasmodium cynomolgi strain B","DF157095:338,544..340,764(-)","pre-mrna splicing factor","PCOAH_00005590","0","56","OG6_102494"
"PCYB_031690","PCYB_031690-t26_1","Plasmodium cynomolgi strain B","DF157095:341,456..342,934(+)","ribosomal processing protein","PCOAH_00005580","0","55","OG6_102358"
"PCYB_031700","PCYB_031700-t26_1","Plasmodium cynomolgi strain B","DF157095:344,751..346,679(-)","S-adenosyl-L-methionine-dependent methyltransferase","PCOAH_00005480,PCOAH_00045650","1","109","OG6_100611"
"PCYB_031710","PCYB_031710-t26_1","Plasmodium cynomolgi strain B","DF157095:348,203..350,188(+)","chaperone DNAJ protein","PCOAH_00005470","0","54","OG6_100469"
"PCYB_031720","PCYB_031720-t26_1","Plasmodium cynomolgi strain B","DF157095:350,705..352,176(-)","NAD(P)-binding protein/reductase","PCOAH_00005460","0","54","OG6_102003"
"PCYB_031730","PCYB_031730-t26_1","Plasmodium cynomolgi strain B","DF157095:353,621..357,235(-)","replication factor a protein","PCOAH_00005450","0","54","OG6_101316"
"PCYB_031740","PCYB_031740-t26_1","Plasmodium cynomolgi strain B","DF157095:358,678..360,034(+)","polypeptide chain release factor 2","PCOAH_00005440","0","54","OG6_104401"
"PCYB_031750","PCYB_031750-t26_1","Plasmodium cynomolgi strain B","DF157095:362,274..363,854(+)","hypothetical protein","PCOAH_00005430","0","53","OG6_101830"
"PCYB_031760","PCYB_031760-t26_1","Plasmodium cynomolgi strain B","DF157095:364,439..367,364(-)","actin-like protein","PCOAH_00005420","0","54","OG6_533275"
"PCYB_031780","PCYB_031780-t26_1","Plasmodium cynomolgi strain B","DF157095:375,473..379,192(-)","protein phosphatase 2C","PCOAH_00005380","0","37","OG6_154815"
"PCYB_031790","PCYB_031790-t26_1","Plasmodium cynomolgi strain B","DF157095:382,299..383,285(+)","exosome complex exonuclease rrp4","PCOAH_00005370","0","53","OG6_101400"
"PCYB_031800","PCYB_031800-t26_1","Plasmodium cynomolgi strain B","DF157095:383,860..384,336(-)","hypothetical protein","PCOAH_00005360","0","58","OG6_104556"
"PCYB_031810","PCYB_031810-t26_1","Plasmodium cynomolgi strain B","DF157095:386,307..387,811(+)","hypothetical protein","PCOAH_00005350","0","54","OG6_103411"
"PCYB_031820","PCYB_031820-t26_1","Plasmodium cynomolgi strain B","DF157095:388,197..390,635(-)","hypothetical GTP binding protein 2","PCOAH_00005340,PCOAH_00007710,PCOAH_00029540","2","164","OG6_101533"
"PCYB_031840","PCYB_031840-t26_1","Plasmodium cynomolgi strain B","DF157095:397,957..400,618(-)","hypothetical protein","PCOAH_00005320","0","52","OG6_105524"
"PCYB_031860","PCYB_031860-t26_1","Plasmodium cynomolgi strain B","DF157095:407,641..408,243(-)","hypothetical protein","PCOAH_00005300","0","53","OG6_103782"
"PCYB_031870","PCYB_031870-t26_1","Plasmodium cynomolgi strain B","DF157095:408,842..411,284(-)","hypothetical protein","PCOAH_00005290","0","54","OG6_532714"
"PCYB_031880","PCYB_031880-t26_1","Plasmodium cynomolgi strain B","DF157095:412,748..414,790(+)","hypothetical protein","PCOAH_00005280","0","56","OG6_145826"
"PCYB_031890","PCYB_031890-t26_1","Plasmodium cynomolgi strain B","DF157095:414,984..418,577(-)","RNA helicase","PCOAH_00005270","0","42","OG6_533637"
"PCYB_031900","PCYB_031900-t26_1","Plasmodium cynomolgi strain B","DF157095:420,585..421,049(-)","hypothetical protein","PCOAH_00005240","0","51","OG6_532761"
"PCYB_031920","PCYB_031920-t26_1","Plasmodium cynomolgi strain B","DF157095:428,779..441,830(-)","hypothetical protein","PCOAH_00044870","1","38","OG6_106899"
"PCYB_031930","PCYB_031930-t26_1","Plasmodium cynomolgi strain B","DF157095:444,606..448,655(-)","DNA polymerase alpha","PCOAH_00005210","0","55","OG6_102343"
"PCYB_031940","PCYB_031940-t26_1","Plasmodium cynomolgi strain B","DF157095:451,524..453,554(+)","hypothetical protein","PCOAH_00005200","0","55","OG6_120882"
"PCYB_031950","PCYB_031950-t26_1","Plasmodium cynomolgi strain B","DF157095:455,173..455,847(-)","30S ribosomal protein S12","PCOAH_00005190","0","93","OG6_101451"
"PCYB_031960","PCYB_031960-t26_1","Plasmodium cynomolgi strain B","DF157095:457,034..458,200(-)","hypothetical protein","PCOAH_00005180","0","56","OG6_533606"
"PCYB_031970","PCYB_031970-t26_1","Plasmodium cynomolgi strain B","DF157095:459,060..460,022(+)","phosphopantothenate--cysteine ligase","PCOAH_00005170","0","81","OG6_102247"
"PCYB_031980","PCYB_031980-t26_1","Plasmodium cynomolgi strain B","DF157095:462,282..465,710(+)","RNA binding domain","PCOAH_00005160","0","54","OG6_122481"
"PCYB_031990","PCYB_031990-t26_1","Plasmodium cynomolgi strain B","DF157095:466,904..469,951(-)","hypothetical protein","PCOAH_00005150","0","55","OG6_102265"
"PCYB_032000","PCYB_032000-t26_1","Plasmodium cynomolgi strain B","DF157095:470,912..472,549(+)","hypothetical protein","PCOAH_00005140","0","55","OG6_103745"
"PCYB_032010","PCYB_032010-t26_1","Plasmodium cynomolgi strain B","DF157095:474,228..476,011(+)","hypothetical protein","PCOAH_00005130","0","48","OG6_532326"
"PCYB_032020","PCYB_032020-t26_1","Plasmodium cynomolgi strain B","DF157095:477,240..481,836(+)","hypothetical protein","PCOAH_00005120","0","54","OG6_532946"
"PCYB_032040","PCYB_032040-t26_1","Plasmodium cynomolgi strain B","DF157095:484,803..487,730(+)","hypothetical protein","PCOAH_00005110","0","46","OG6_532744"
"PCYB_032050","PCYB_032050-t26_1","Plasmodium cynomolgi strain B","DF157095:488,554..489,988(-)","eukaryotic translation initiation factor 3 subunit 2","PCOAH_00005090","0","55","OG6_101932"
"PCYB_032060","PCYB_032060-t26_1","Plasmodium cynomolgi strain B","DF157095:494,554..496,241(+)","transporter permease protein","PCOAH_00005080","0","55","OG6_111177"
"PCYB_032070","PCYB_032070-t26_1","Plasmodium cynomolgi strain B","DF157095:497,757..498,690(+)","hypothetical protein","PCOAH_00005070","0","52","OG6_215336"
"PCYB_032080","PCYB_032080-t26_1","Plasmodium cynomolgi strain B","DF157095:502,073..503,959(+)","hypothetical protein","PCOAH_00005010","0","55","OG6_105245"
"PCYB_032090","PCYB_032090-t26_1","Plasmodium cynomolgi strain B","DF157095:504,170..505,524(-)","hypothetical protein","PCOAH_00005000","0","60","OG6_132688"
"PCYB_032100","PCYB_032100-t26_1","Plasmodium cynomolgi strain B","DF157095:507,038..508,835(+)","transcription initiation factor IIE alpha subunit","PCOAH_00004990","0","54","OG6_124342"
"PCYB_032110","PCYB_032110-t26_1","Plasmodium cynomolgi strain B","DF157095:510,539..513,599(+)","queuine tRNA-ribosyltransferase","PCOAH_00004980,PCOAH_00052540","1","112","OG6_100602"
"PCYB_032120","PCYB_032120-t26_1","Plasmodium cynomolgi strain B","DF157095:515,871..517,634(+)","calcium-dependent protein kinase putative","PCOAH_00004970,PCOAH_00009610","0","56","OG6_100515"
"PCYB_032130","PCYB_032130-t26_1","Plasmodium cynomolgi strain B","DF157095:519,900..523,015(-)","hypothetical protein","PCOAH_00004960","0","52","OG6_119267"
"PCYB_032140","PCYB_032140-t26_1","Plasmodium cynomolgi strain B","DF157095:525,450..527,119(-)","seryl-tRNA synthetase","PCOAH_00004950,PCOAH_00055350","1","109","OG6_100275"
"PCYB_032160","PCYB_032160-t26_1","Plasmodium cynomolgi strain B","DF157095:535,040..537,589(-)","thioredoxin","PCOAH_00004930","0","55","OG6_139506"
"PCYB_032170","PCYB_032170-t26_1","Plasmodium cynomolgi strain B","DF157095:540,614..548,209(-)","dynein heavy chain","PCOAH_00004920","0","24","OG6_532757"
"PCYB_032180","PCYB_032180-t26_1","Plasmodium cynomolgi strain B","DF157095:558,610..566,758(-)","protein kinase domain containing protein","PCOAH_00021350,PCOAH_00027260,PCOAH_00028940","4","16","OG6_113498"
"PCYB_032190","PCYB_032190-t26_1","Plasmodium cynomolgi strain B","DF157095:579,729..586,813(-)","cysteine repeat modular protein 2 PbCRM2","PCOAH_00004810","0","59","OG6_121292"
"PCYB_032200","PCYB_032200-t26_1","Plasmodium cynomolgi strain B","DF157095:588,998..589,497(+)","30S ribosomal protein S8","PCOAH_00004800,PCOAH_00021080","1","109","OG6_100322"
"PCYB_032210","PCYB_032210-t26_1","Plasmodium cynomolgi strain B","DF157095:591,618..593,185(+)","prefoldin subunit 3","PCOAH_00004790","0","53","OG6_102595"
"PCYB_032220","PCYB_032220-t26_1","Plasmodium cynomolgi strain B","DF157095:594,783..598,607(+)","hypothetical protein","PCOAH_00004780","0","36","OG6_532950"
"PCYB_032230","PCYB_032230-t26_1","Plasmodium cynomolgi strain B","DF157095:599,144..600,553(-)","hypothetical protein","PCOAH_00004770","0","55","OG6_533066"
"PCYB_032280","PCYB_032280-t26_1","Plasmodium cynomolgi strain B","DF157095:625,340..626,621(-)","KIR-like CYIR protein","PCOAH_00005060,PCOAH_00007530,PCOAH_00007540,PCOAH_00009840,PCOAH_00009860,PCOAH_00009890,PCOAH_00009910,PCOAH_00009930,PCOAH_00012820,PCOAH_00012850,PCOAH_00013010,PCOAH_00019120,PCOAH_00019160,PCOAH_00028390,PCOAH_00036430,PCOAH_00037180,PCOAH_00039470,PCOAH_00040410,PCOAH_00040480,PCOAH_00047650,PCOAH_00047760,PCOAH_00047960,PCOAH_00047980,PCOAH_00051250,PCOAH_00051350","2","69","OG6r11_100087"
"PCYB_032285","PCYB_032285-t26_1","Plasmodium cynomolgi strain B","DF157095:633,773..635,005(-)","KIR-like CYIR protein","PCOAH_00001470,PCOAH_00002270,PCOAH_00012910,PCOAH_00013120,PCOAH_00019150,PCOAH_00021330,PCOAH_00035650,PCOAH_00040400,PCOAH_00047700,PCOAH_00054380","0","14","OG6r11_102653"
"PCYB_032290","PCYB_032290-t26_1","Plasmodium cynomolgi strain B","DF157095:637,948..639,531(-)","hypothetical protein","PCOAH_00004710,PCOAH_00004720","1","100","OG6_140582"
"PCYB_032300","PCYB_032300-t26_1","Plasmodium cynomolgi strain B","DF157095:642,030..643,063(+)","hypothetical protein","PCOAH_00004710,PCOAH_00004720","1","100","OG6_140582"
"PCYB_032310","PCYB_032310-t26_1","Plasmodium cynomolgi strain B","DF157095:644,447..645,317(+)","hypothetical protein","PCOAH_00004700","0","56","OG6_157596"
"PCYB_032320","PCYB_032320-t26_1","Plasmodium cynomolgi strain B","DF157095:645,588..646,167(-)","hypothetical protein","PCOAH_00004690","0","56","OG6_146141"
"PCYB_032330","PCYB_032330-t26_1","Plasmodium cynomolgi strain B","DF157095:647,981..649,887(+)","serine/threonine-protein kinase NEK4","PCOAH_00004680,PCOAH_00029020","1","114","OG6_105432"
"PCYB_032340","PCYB_032340-t26_1","Plasmodium cynomolgi strain B","DF157095:651,876..654,629(+)","actin-like protein","PCOAH_00004670","0","55","OG6_103780"
"PCYB_032350","PCYB_032350-t26_1","Plasmodium cynomolgi strain B","DF157095:655,166..659,499(-)","hypothetical protein","PCOAH_00004660","0","49","OG6_533483"
"PCYB_032360","PCYB_032360-t26_1","Plasmodium cynomolgi strain B","DF157095:661,290..662,987(-)","ligand-effect modulator 3 domain containing protein","PCOAH_00004650","0","55","OG6_100927"
"PCYB_032370","PCYB_032370-t26_1","Plasmodium cynomolgi strain B","DF157095:665,480..666,170(-)","60S ribosomal protein L11","PCOAH_00004640","0","55","OG6_100325"
"PCYB_032380","PCYB_032380-t26_1","Plasmodium cynomolgi strain B","DF157095:668,230..669,151(+)","40S ribosomal protein S10","PCOAH_00004630","0","55","OG6_101133"
"PCYB_032390","PCYB_032390-t26_1","Plasmodium cynomolgi strain B","DF157095:669,695..671,272(-)","hypothetical protein","PCOAH_00004620","0","55","OG6_139451"
"PCYB_032400","PCYB_032400-t26_1","Plasmodium cynomolgi strain B","DF157095:671,941..680,674(+)","hypothetical protein","PCOAH_00004610","0","37","OG6_533028"
"PCYB_032430","PCYB_032430-t26_1","Plasmodium cynomolgi strain B","DF157095:683,702..684,217(+)","hypothetical protein","PCOAH_00004590","0","56","OG6_179332"
"PCYB_032440","PCYB_032440-t26_1","Plasmodium cynomolgi strain B","DF157095:684,642..685,144(-)","hypothetical protein","PCOAH_00004580","0","55","OG6_532520"
"PCYB_032450","PCYB_032450-t26_1","Plasmodium cynomolgi strain B","DF157095:687,432..691,741(+)","ferrodoxin reductase","PCOAH_00004570","0","55","OG6_100481"
"PCYB_032460","PCYB_032460-t26_1","Plasmodium cynomolgi strain B","DF157095:692,159..694,522(-)","hypothetical protein","PCOAH_00004550","0","54","OG6_160730"
"PCYB_032470","PCYB_032470-t26_1","Plasmodium cynomolgi strain B","DF157095:696,353..703,715(+)","hypothetical protein","PCOAH_00004540","0","23","OG6_116997"
"PCYB_032480","PCYB_032480-t26_1","Plasmodium cynomolgi strain B","DF157095:704,651..706,567(+)","HAM1 domain containing protein","PCOAH_00004530","0","59","OG6_100769"
"PCYB_032500","PCYB_032500-t26_1","Plasmodium cynomolgi strain B","DF157095:709,220..717,728(+)","hypothetical protein","PCOAH_00004520","0","36","OG6_532571"
"PCYB_032510","PCYB_032510-t26_1","Plasmodium cynomolgi strain B","DF157095:719,991..720,729(+)","hypothetical protein","PCOAH_00004510","0","55","OG6_134695"
"PCYB_032520","PCYB_032520-t26_1","Plasmodium cynomolgi strain B","DF157095:721,074..724,570(-)","hypothetical protein","PCOAH_00004500","0","53","OG6_532581"
"PCYB_032530","PCYB_032530-t26_1","Plasmodium cynomolgi strain B","DF157095:725,621..728,011(+)","DEAD/DEAH box helicase","PCOAH_00004490","0","55","OG6_102676"
"PCYB_032535","PCYB_032535-t26_1","Plasmodium cynomolgi strain B","DF157095:729,614..731,364(+)","P36-like protein homologue","PCOAH_00004480","0","55","OG6_130832"
"PCYB_032550","PCYB_032550-t26_1","Plasmodium cynomolgi strain B","DF157095:734,793..735,594(-)","40S ribosomal protein S5","PCOAH_00004470","0","55","OG6_100920"
"PCYB_032560","PCYB_032560-t26_1","Plasmodium cynomolgi strain B","DF157095:739,123..740,538(+)","hypothetical protein","PCOAH_00004450","0","55","OG6_533324"
"PCYB_032570","PCYB_032570-t26_1","Plasmodium cynomolgi strain B","DF157095:742,047..742,710(+)","hypothetical protein","PCOAH_00004440","0","55","OG6_139491"
"PCYB_032580","PCYB_032580-t26_1","Plasmodium cynomolgi strain B","DF157095:743,654..744,315(-)","hypothetical protein","PCOAH_00004430","0","51","OG6_102348"
"PCYB_032590","PCYB_032590-t26_1","Plasmodium cynomolgi strain B","DF157095:747,698..748,860(+)","PelOta protein homologue","PCOAH_00004410","0","55","OG6_101450"
"PCYB_032600","PCYB_032600-t26_1","Plasmodium cynomolgi strain B","DF157095:750,164..752,250(+)","hypothetical protein","PCOAH_00004400","0","55","OG6_532308"
"PCYB_032610","PCYB_032610-t26_1","Plasmodium cynomolgi strain B","DF157095:752,732..755,053(-)","ubiquitin C-terminal hydrolase","PCOAH_00004390","0","51","OG6_532410"
"PCYB_032620","PCYB_032620-t26_1","Plasmodium cynomolgi strain B","DF157095:757,480..759,091(+)","GTP-binding protein","PCOAH_00004380","0","56","OG6_100571"
"PCYB_032630","PCYB_032630-t26_1","Plasmodium cynomolgi strain B","DF157095:759,610..760,629(-)","cell cycle control protein cwf15","PCOAH_00004370","0","57","OG6_102825"
"PCYB_032640","PCYB_032640-t26_1","Plasmodium cynomolgi strain B","DF157095:761,761..763,601(-)","hypothetical protein","PCOAH_00004360","0","49","OG6_102360"
"PCYB_032660","PCYB_032660-t26_1","Plasmodium cynomolgi strain B","DF157095:765,825..767,081(+)","hypothetical protein","PCOAH_00004350","0","56","OG6_139453"
"PCYB_032670","PCYB_032670-t26_1","Plasmodium cynomolgi strain B","DF157095:768,257..770,831(-)","hypothetical protein","PCOAH_00004340","0","57","OG6_532986"
"PCYB_032680","PCYB_032680-t26_1","Plasmodium cynomolgi strain B","DF157095:772,319..773,002(-)","tRNA guanylyltransferase","PCOAH_00004330","0","55","OG6_103009"
"PCYB_032690","PCYB_032690-t26_1","Plasmodium cynomolgi strain B","DF157095:774,134..775,369(-)","hypothetical protein","PCOAH_00004320","0","55","OG6_139452"
"PCYB_032700","PCYB_032700-t26_1","Plasmodium cynomolgi strain B","DF157095:776,443..778,202(+)","hypothetical protein","PCOAH_00004310","0","55","OG6_119622"
"PCYB_032710","PCYB_032710-t26_1","Plasmodium cynomolgi strain B","DF157095:780,437..781,848(+)","hypothetical protein","PCOAH_00004300","0","54","OG6_126635"
"PCYB_032720","PCYB_032720-t26_1","Plasmodium cynomolgi strain B","DF157095:782,224..787,008(-)","hypothetical protein","PCOAH_00035420","3","111","OG6_110153"
"PCYB_032730","PCYB_032730-t26_1","Plasmodium cynomolgi strain B","DF157095:788,173..788,943(-)","dynactin 4","PCOAH_00004290","0","55","OG6_103929"
"PCYB_032740","PCYB_032740-t26_1","Plasmodium cynomolgi strain B","DF157095:789,859..790,767(+)","hypothetical protein","PCOAH_00004280","0","54","OG6_105203"
"PCYB_032750","PCYB_032750-t26_1","Plasmodium cynomolgi strain B","DF157095:792,194..794,175(+)","metallo-beta-lactamase domain containing protein","PCOAH_00004270,PCOAH_00044580","1","113","OG6_100263"
"PCYB_032760","PCYB_032760-t26_1","Plasmodium cynomolgi strain B","DF157095:795,676..802,059(+)","hypothetical protein","PCOAH_00004250,PCOAH_00004260","0","29","OG6_532673"
"PCYB_032770","PCYB_032770-t26_1","Plasmodium cynomolgi strain B","DF157095:802,926..806,969(-)","RNA-binding protein","PCOAH_00004240","0","48","OG6_171493"
"PCYB_032780","PCYB_032780-t26_1","Plasmodium cynomolgi strain B","DF157095:809,545..814,782(+)","protein kinase domain containing protein","PCOAH_00004230","0","38","OG6_532798"
"PCYB_032790","PCYB_032790-t26_1","Plasmodium cynomolgi strain B","DF157095:816,909..819,942(-)","hypothetical protein","PCOAH_00000350,PCOAH_00001960,PCOAH_00003900,PCOAH_00006210,PCOAH_00007000,PCOAH_00008210,PCOAH_00014420,PCOAH_00015350,PCOAH_00015490,PCOAH_00016370,PCOAH_00018070,PCOAH_00023480,PCOAH_00028430,PCOAH_00031430,PCOAH_00031440,PCOAH_00031450,PCOAH_00037050,PCOAH_00047490,PCOAH_00048110,PCOAH_00048130,PCOAH_00052920","24","612","OG6_100282"
"PCYB_032800","PCYB_032800-t26_1","Plasmodium cynomolgi strain B","DF157095:823,374..824,624(-)","hypothetical protein","PCOAH_00004210","0","55","OG6_102570"
"PCYB_032810","PCYB_032810-t26_1","Plasmodium cynomolgi strain B","DF157095:826,423..827,796(+)","3-demethylubiquinone-9 3-methyltransferase","PCOAH_00004200","0","55","OG6_102172"
"PCYB_032830","PCYB_032830-t26_1","Plasmodium cynomolgi strain B","DF157095:830,735..832,004(+)","hypothetical protein","PCOAH_00004190","0","56","OG6_533443"
"PCYB_032840","PCYB_032840-t26_1","Plasmodium cynomolgi strain B","DF157095:832,647..839,248(-)","protein kinase","PCOAH_00004180,PCOAH_00020220,PCOAH_00033280,PCOAH_00036540","3","151","OG6_100573"
"PCYB_032850","PCYB_032850-t26_1","Plasmodium cynomolgi strain B","DF157095:842,058..853,258(-)","hypothetical protein","PCOAH_00004170","0","46","OG6_171477"
"PCYB_032860","PCYB_032860-t26_1","Plasmodium cynomolgi strain B","DF157095:855,079..856,961(-)","kelch domain-containing protein","PCOAH_00004160","0","54","OG6_108959"
"PCYB_032870","PCYB_032870-t26_1","Plasmodium cynomolgi strain B","DF157095:859,825..866,664(+)","kinesin","PCOAH_00004150","0","52","OG6_532465"
"PCYB_032880","PCYB_032880-t26_1","Plasmodium cynomolgi strain B","DF157095:867,367..871,585(-)","exonuclease I","PCOAH_00004140","0","56","OG6_101671"
"PCYB_032900","PCYB_032900-t26_1","Plasmodium cynomolgi strain B","DF157095:878,054..879,063(+)","mago nashi domain containing protein","PCOAH_00004130","0","55","OG6_102299"
"PCYB_032910","PCYB_032910-t26_1","Plasmodium cynomolgi strain B","DF157095:879,564..882,311(-)","hypothetical protein","PCOAH_00004120","0","55","OG6_171476"
"PCYB_032920","PCYB_032920-t26_1","Plasmodium cynomolgi strain B","DF157095:887,438..888,167(+)","hypothetical protein","PCOAH_00004110","0","55","OG6_533441"
"PCYB_032930","PCYB_032930-t26_1","Plasmodium cynomolgi strain B","DF157095:904,470..905,075(+)","early transcribed membrane protein","PCOAH_00008160,PCOAH_00012660,PCOAH_00046410","2","270","OG6_141182"
"PCYB_032940","PCYB_032940-t26_1","Plasmodium cynomolgi strain B","DF157095:907,764..908,705(-)","hypothetical protein","PCOAH_00002140,PCOAH_00004080,PCOAH_00009780,PCOAH_00011910,PCOAH_00022610","10","146","OG6_215316"
"PCYB_032950","PCYB_032950-t26_1","Plasmodium cynomolgi strain B","DF157095:911,861..912,954(-)","hypothetical protein","PCOAH_00004070","0","10","OG6r11_105641"
"PCYB_032990","PCYB_032990-t26_1","Plasmodium cynomolgi strain B","DF157095:938,044..938,961(-)","hypothetical protein","PCOAH_00004060","0","26","OG6r11_100686"
"PCYB_033000","PCYB_033000-t26_1","Plasmodium cynomolgi strain B","DF157095:944,991..945,959(+)","hypothetical protein","PCOAH_00003870,PCOAH_00004050,PCOAH_00031880,PCOAH_00037320,PCOAH_00037400","5","185","OG6_158824"
"PCYB_033060","PCYB_033060-t26_1","Plasmodium cynomolgi strain B","DF157095:979,216..980,201(-)","hypothetical protein","PCOAH_00006240","0","11","OG6r11_104751"
"PCYB_033090","PCYB_033090-t26_1","Plasmodium cynomolgi strain B","DF157095:1,013,751..1,017,585(-)","Duffy binding protein 2","PCOAH_00013210,PCOAH_00048070,PCOAH_00051210","1","142","OG6_160717"
"PCYB_041030","PCYB_041030-t26_1","Plasmodium cynomolgi strain B","DF157096:12,227..13,579(-)","Pv-fam-b protein","PCOAH_00000350,PCOAH_00001960,PCOAH_00003900,PCOAH_00006210,PCOAH_00007000,PCOAH_00008210,PCOAH_00014420,PCOAH_00015350,PCOAH_00015490,PCOAH_00016370,PCOAH_00018070,PCOAH_00023480,PCOAH_00028430,PCOAH_00031430,PCOAH_00031440,PCOAH_00031450,PCOAH_00037050,PCOAH_00047490,PCOAH_00048110,PCOAH_00048130,PCOAH_00052920","24","612","OG6_100282"
"PCYB_041040","PCYB_041040-t26_1","Plasmodium cynomolgi strain B","DF157096:17,358..18,287(-)","Pv-fam-b protein","PCOAH_00022510","0","30","OG6_100464"
"PCYB_041070","PCYB_041070-t26_1","Plasmodium cynomolgi strain B","DF157096:38,805..39,707(-)","hypothetical protein","PCOAH_00009790","0","51","OG6_533087"
"PCYB_041090","PCYB_041090-t26_1","Plasmodium cynomolgi strain B","DF157096:46,413..47,634(+)","hypothetical protein","PCOAH_00002140,PCOAH_00004080,PCOAH_00009780,PCOAH_00011910,PCOAH_00022610","10","146","OG6_215316"
